dataset,sid,key,group,scenario,split
d3,9000000000007282423,KIC 7282423,dsct_flag0,,holdout
d3,9000000000007287786,KIC 7287786,dsct_flag0,,dev
d3,9000000000007288297,KIC 7288297,dsct_flag0,,holdout
d3,9000000000007289485,KIC 7289485,dsct_flag0,,holdout
d3,9000000000007292935,KIC 7292935,dsct_flag0,,holdout
d3,9000000000007295611,KIC 7295611,dsct_flag0,,holdout
d3,9000000000007296882,KIC 7296882,dsct_flag0,,dev
d3,9000000000007299911,KIC 7299911,dsct_flag0,,holdout
d3,9000000000007303017,KIC 7303017,dsct_flag0,,holdout
d3,9000000000007303182,KIC 7303182,dsct_flag0,,dev
d3,9000000000007336185,KIC 7336185,dsct_flag0,,holdout
d3,9000000000007337320,KIC 7337320,dsct_flag0,,dev
d3,9000000000007348790,KIC 7348790,dsct_flag0,,dev
d3,9000000000007349171,KIC 7349171,dsct_flag0,,holdout
d3,9000000000007350041,KIC 7350041,dsct_flag0,,holdout
d3,9000000000007362826,KIC 7362826,dsct_flag0,,dev
d3,9000000000007363146,KIC 7363146,dsct_flag0,,dev
d3,9000000000007363945,KIC 7363945,dsct_flag0,,holdout
d3,9000000000007364845,KIC 7364845,dsct_flag0,,holdout
d3,9000000000007366513,KIC 7366513,dsct_flag0,,holdout
d3,9000000000007367559,KIC 7367559,dsct_flag0,,holdout
d3,9000000000007368165,KIC 7368165,dsct_flag0,,holdout
d3,9000000000007368401,KIC 7368401,dsct_flag0,,holdout
d3,9000000000007369010,KIC 7369010,dsct_flag0,,dev
d3,9000000000007369254,KIC 7369254,dsct_flag0,,dev
d3,9000000000007372766,KIC 7372766,dsct_flag0,,dev
d3,9000000000007376229,KIC 7376229,dsct_flag0,,holdout
d3,9000000000007382099,KIC 7382099,dsct_flag0,,holdout
d3,9000000000007385086,KIC 7385086,dsct_flag0,,dev
d3,9000000000007418489,KIC 7418489,dsct_flag0,,holdout
d3,9000000000007422028,KIC 7422028,dsct_flag0,,dev
d3,9000000000007423169,KIC 7423169,dsct_flag0,,holdout
d3,9000000000007427475,KIC 7427475,dsct_flag0,,holdout
d3,9000000000007428374,KIC 7428374,dsct_flag0,,dev
d3,9000000000007432408,KIC 7432408,dsct_flag0,,dev
d3,9000000000007432616,KIC 7432616,dsct_flag0,,dev
d3,9000000000007434171,KIC 7434171,dsct_flag0,,holdout
d3,9000000000007434540,KIC 7434540,dsct_flag0,,dev
d3,9000000000007434974,KIC 7434974,dsct_flag0,,dev
d3,9000000000007447890,KIC 7447890,dsct_flag0,,dev
d3,9000000000007448230,KIC 7448230,dsct_flag0,,dev
d3,9000000000007451573,KIC 7451573,dsct_flag0,,holdout
d3,9000000000007454817,KIC 7454817,dsct_flag0,,holdout
d3,9000000000007454999,KIC 7454999,dsct_flag0,,holdout
d3,9000000000007455752,KIC 7455752,dsct_flag0,,dev
d3,9000000000007460478,KIC 7460478,dsct_flag0,,dev
d3,9000000000007461436,KIC 7461436,dsct_flag0,,dev
d3,9000000000007463186,KIC 7463186,dsct_flag0,,dev
d3,9000000000007466729,KIC 7466729,dsct_flag0,,holdout
d3,9000000000007467076,KIC 7467076,dsct_flag0,,dev
d3,9000000000007468196,KIC 7468196,dsct_flag0,,dev
d3,9000000000007503852,KIC 7503852,dsct_flag0,,dev
d3,9000000000007504986,KIC 7504986,dsct_flag0,,dev
d3,9000000000007513175,KIC 7513175,dsct_flag0,,holdout
d3,9000000000007514484,KIC 7514484,dsct_flag0,,dev
d3,9000000000007515151,KIC 7515151,dsct_flag0,,holdout
d3,9000000000007515825,KIC 7515825,dsct_flag0,,holdout
d3,9000000000007517640,KIC 7517640,dsct_flag0,,dev
d3,9000000000007529379,KIC 7529379,dsct_flag0,,holdout
d3,9000000000007529779,KIC 7529779,dsct_flag0,,holdout
d3,9000000000007530292,KIC 7530292,dsct_flag0,,dev
d3,9000000000007530488,KIC 7530488,dsct_flag0,,dev
d3,9000000000007530869,KIC 7530869,dsct_flag0,,holdout
d3,9000000000007531200,KIC 7531200,dsct_flag0,,dev
d3,9000000000007532067,KIC 7532067,dsct_flag0,,holdout
d3,9000000000007532655,KIC 7532655,dsct_flag0,,holdout
d3,9000000000007532757,KIC 7532757,dsct_flag0,,holdout
d3,9000000000007532772,KIC 7532772,dsct_flag0,,dev
d3,9000000000007541441,KIC 7541441,dsct_flag0,,holdout
d3,9000000000007542493,KIC 7542493,dsct_flag0,,holdout
d3,9000000000007548583,KIC 7548583,dsct_flag0,,holdout
d3,9000000000007587086,KIC 7587086,dsct_flag0,,dev
d3,9000000000007592231,KIC 7592231,dsct_flag0,,holdout
d3,9000000000007594431,KIC 7594431,dsct_flag0,,holdout
d3,9000000000007601669,KIC 7601669,dsct_flag0,,holdout
d3,9000000000007601857,KIC 7601857,dsct_flag0,,holdout
d3,9000000000007602830,KIC 7602830,dsct_flag0,,dev
d3,9000000000007609508,KIC 7609508,dsct_flag0,,dev
d3,9000000000007609547,KIC 7609547,dsct_flag0,,holdout
d3,9000000000007610116,KIC 7610116,dsct_flag0,,dev
d3,9000000000007612505,KIC 7612505,dsct_flag0,,holdout
d3,9000000000007613252,KIC 7613252,dsct_flag0,,dev
d3,9000000000007613432,KIC 7613432,dsct_flag0,,dev
d3,9000000000007616919,KIC 7616919,dsct_flag0,,holdout
d3,9000000000007618347,KIC 7618347,dsct_flag0,,holdout
d3,9000000000007619120,KIC 7619120,dsct_flag0,,dev
d3,9000000000007620212,KIC 7620212,dsct_flag0,,dev
d3,9000000000007620695,KIC 7620695,dsct_flag0,,holdout
d3,9000000000007628505,KIC 7628505,dsct_flag0,,holdout
d3,9000000000007658796,KIC 7658796,dsct_flag0,,dev
d3,9000000000007659703,KIC 7659703,dsct_flag0,,holdout
d3,9000000000007660053,KIC 7660053,dsct_flag0,,holdout
d3,9000000000007660284,KIC 7660284,dsct_flag0,,dev
d3,9000000000007661935,KIC 7661935,dsct_flag0,,holdout
d3,9000000000007667407,KIC 7667407,dsct_flag0,,holdout
d3,9000000000007668077,KIC 7668077,dsct_flag0,,holdout
d3,9000000000007669231,KIC 7669231,dsct_flag0,,holdout
d3,9000000000007671028,KIC 7671028,dsct_flag0,,dev
d3,9000000000007671654,KIC 7671654,dsct_flag0,,dev
d3,9000000000007672492,KIC 7672492,dsct_flag0,,dev
d3,9000000000007673401,KIC 7673401,dsct_flag0,,holdout
d3,9000000000007677758,KIC 7677758,dsct_flag0,,dev
d3,9000000000007679484,KIC 7679484,dsct_flag0,,dev
d3,9000000000007679706,KIC 7679706,dsct_flag0,,dev
d3,9000000000007685306,KIC 7685306,dsct_flag0,,dev
d3,9000000000007686901,KIC 7686901,dsct_flag0,,holdout
d3,9000000000007687468,KIC 7687468,dsct_flag0,,dev
d3,9000000000007691244,KIC 7691244,dsct_flag0,,dev
d3,9000000000007697355,KIC 7697355,dsct_flag0,,holdout
d3,9000000000007699478,KIC 7699478,dsct_flag0,,dev
d3,9000000000007699528,KIC 7699528,dsct_flag0,,dev
d3,9000000000007701322,KIC 7701322,dsct_flag0,,dev
d3,9000000000007728930,KIC 7728930,dsct_flag0,,dev
d3,9000000000007729800,KIC 7729800,dsct_flag0,,dev
d3,9000000000007730463,KIC 7730463,dsct_flag0,,holdout
d3,9000000000007732414,KIC 7732414,dsct_flag0,,dev
d3,9000000000007739881,KIC 7739881,dsct_flag0,,holdout
d3,9000000000007740149,KIC 7740149,dsct_flag0,,holdout
d3,9000000000007741001,KIC 7741001,dsct_flag0,,holdout
d3,9000000000007742133,KIC 7742133,dsct_flag0,,holdout
d3,9000000000007742409,KIC 7742409,dsct_flag0,,holdout
d3,9000000000007747323,KIC 7747323,dsct_flag0,,holdout
d3,9000000000007748506,KIC 7748506,dsct_flag0,,dev
d3,9000000000007749606,KIC 7749606,dsct_flag0,,dev
d3,9000000000007750108,KIC 7750108,dsct_flag0,,dev
d3,9000000000007750402,KIC 7750402,dsct_flag0,,dev
d3,9000000000007751325,KIC 7751325,dsct_flag0,,holdout
d3,9000000000007756660,KIC 7756660,dsct_flag0,,dev
d3,9000000000007758250,KIC 7758250,dsct_flag0,,dev
d3,9000000000007762396,KIC 7762396,dsct_flag0,,dev
d3,9000000000007762498,KIC 7762498,dsct_flag0,,dev
d3,9000000000007764226,KIC 7764226,dsct_flag0,,dev
d3,9000000000007765219,KIC 7765219,dsct_flag0,,holdout
d3,9000000000007767894,KIC 7767894,dsct_flag0,,dev
d3,9000000000007768197,KIC 7768197,dsct_flag0,,holdout
d3,9000000000007768390,KIC 7768390,dsct_flag0,,dev
d3,9000000000007768554,KIC 7768554,dsct_flag0,,dev
d3,9000000000007769255,KIC 7769255,dsct_flag0,,holdout
d3,9000000000007770608,KIC 7770608,dsct_flag0,,dev
d3,9000000000007777528,KIC 7777528,dsct_flag0,,dev
d3,9000000000007778667,KIC 7778667,dsct_flag0,,holdout
d3,9000000000007779986,KIC 7779986,dsct_flag0,,dev
d3,9000000000007803053,KIC 7803053,dsct_flag0,,holdout
d3,9000000000007808780,KIC 7808780,dsct_flag0,,dev
d3,9000000000007809263,KIC 7809263,dsct_flag0,,holdout
d3,9000000000007809285,KIC 7809285,dsct_flag0,,holdout
d3,9000000000007812616,KIC 7812616,dsct_flag0,,dev
d3,9000000000007812892,KIC 7812892,dsct_flag0,,dev
d3,9000000000007818959,KIC 7818959,dsct_flag0,,holdout
d3,9000000000007819825,KIC 7819825,dsct_flag0,,holdout
d3,9000000000007820945,KIC 7820945,dsct_flag0,,holdout
d3,9000000000007821038,KIC 7821038,dsct_flag0,,dev
d3,9000000000007827121,KIC 7827121,dsct_flag0,,holdout
d3,9000000000007829917,KIC 7829917,dsct_flag0,,holdout
d3,9000000000007832829,KIC 7832829,dsct_flag0,,holdout
d3,9000000000007834441,KIC 7834441,dsct_flag0,,holdout
d3,9000000000007836104,KIC 7836104,dsct_flag0,,dev
d3,9000000000007838214,KIC 7838214,dsct_flag0,,dev
d3,9000000000007840642,KIC 7840642,dsct_flag0,,dev
d3,9000000000007842290,KIC 7842290,dsct_flag0,,dev
d3,9000000000007870228,KIC 7870228,dsct_flag0,,dev
d3,9000000000007870923,KIC 7870923,dsct_flag0,,holdout
d3,9000000000007870924,KIC 7870924,dsct_flag0,,dev
d3,9000000000007878756,KIC 7878756,dsct_flag0,,dev
d3,9000000000007879652,KIC 7879652,dsct_flag0,,dev
d3,9000000000007884564,KIC 7884564,dsct_flag0,,dev
d3,9000000000007887356,KIC 7887356,dsct_flag0,,dev
d3,9000000000007887400,KIC 7887400,dsct_flag0,,dev
d3,9000000000007888667,KIC 7888667,dsct_flag0,,holdout
d3,9000000000007899309,KIC 7899309,dsct_flag0,,holdout
d3,9000000000007903015,KIC 7903015,dsct_flag0,,holdout
d3,9000000000007907387,KIC 7907387,dsct_flag0,,holdout
d3,9000000000007911106,KIC 7911106,dsct_flag0,,dev
d3,9000000000007916156,KIC 7916156,dsct_flag0,,dev
d3,9000000000007940029,KIC 7940029,dsct_flag0,,holdout
d3,9000000000007941249,KIC 7941249,dsct_flag0,,holdout
d3,9000000000007947440,KIC 7947440,dsct_flag0,,dev
d3,9000000000007948075,KIC 7948075,dsct_flag0,,holdout
d3,9000000000007948418,KIC 7948418,dsct_flag0,,dev
d3,9000000000007948710,KIC 7948710,dsct_flag0,,dev
d3,9000000000007948976,KIC 7948976,dsct_flag0,,dev
d3,9000000000007968267,KIC 7968267,dsct_flag0,,holdout
d3,9000000000007969805,KIC 7969805,dsct_flag0,,holdout
d3,9000000000007973052,KIC 7973052,dsct_flag0,,dev
d3,9000000000007976554,KIC 7976554,dsct_flag0,,dev
d3,9000000000007978226,KIC 7978226,dsct_flag0,,dev
d3,9000000000007984628,KIC 7984628,dsct_flag0,,dev
d3,9000000000007987171,KIC 7987171,dsct_flag0,,holdout
d3,9000000000008004971,KIC 8004971,dsct_flag0,,holdout
d3,9000000000008007650,KIC 8007650,dsct_flag0,,dev
d3,9000000000008008884,KIC 8008884,dsct_flag0,,dev
d3,9000000000008013549,KIC 8013549,dsct_flag0,,holdout
d3,9000000000008016157,KIC 8016157,dsct_flag0,,holdout
d3,9000000000008016288,KIC 8016288,dsct_flag0,,dev
d3,9000000000008016375,KIC 8016375,dsct_flag0,,holdout
d3,9000000000008017775,KIC 8017775,dsct_flag0,,holdout
d3,9000000000008018404,KIC 8018404,dsct_flag0,,dev
d3,9000000000008022031,KIC 8022031,dsct_flag0,,holdout
d3,9000000000008022864,KIC 8022864,dsct_flag0,,dev
d3,9000000000008023323,KIC 8023323,dsct_flag0,,holdout
d3,9000000000008024429,KIC 8024429,dsct_flag0,,holdout
d3,9000000000008025538,KIC 8025538,dsct_flag0,,dev
d3,9000000000008027545,KIC 8027545,dsct_flag0,,holdout
d3,9000000000008035262,KIC 8035262,dsct_flag0,,dev
d3,9000000000008036406,KIC 8036406,dsct_flag0,,dev
d3,9000000000008040549,KIC 8040549,dsct_flag0,,holdout
d3,9000000000008043202,KIC 8043202,dsct_flag0,,dev
d3,9000000000008044075,KIC 8044075,dsct_flag0,,holdout
d3,9000000000008051642,KIC 8051642,dsct_flag0,,dev
d3,9000000000008053478,KIC 8053478,dsct_flag0,,dev
d3,9000000000008059884,KIC 8059884,dsct_flag0,,dev
d3,9000000000008076074,KIC 8076074,dsct_flag0,,dev
d3,9000000000008080973,KIC 8080973,dsct_flag0,,holdout
d3,9000000000008082126,KIC 8082126,dsct_flag0,,dev
d3,9000000000008082140,KIC 8082140,dsct_flag0,,dev
d3,9000000000008085699,KIC 8085699,dsct_flag0,,holdout
d3,9000000000008085770,KIC 8085770,dsct_flag0,,dev
d3,9000000000008086885,KIC 8086885,dsct_flag0,,holdout
d3,9000000000008088090,KIC 8088090,dsct_flag0,,dev
d3,9000000000008090158,KIC 8090158,dsct_flag0,,dev
d3,9000000000008091449,KIC 8091449,dsct_flag0,,holdout
d3,9000000000008094120,KIC 8094120,dsct_flag0,,dev
d3,9000000000008094377,KIC 8094377,dsct_flag0,,holdout
d3,9000000000008099421,KIC 8099421,dsct_flag0,,holdout
d3,9000000000008104065,KIC 8104065,dsct_flag0,,holdout
d3,9000000000008105657,KIC 8105657,dsct_flag0,,holdout
d3,9000000000008107159,KIC 8107159,dsct_flag0,,holdout
d3,9000000000008108613,KIC 8108613,dsct_flag0,,holdout
d3,9000000000008108707,KIC 8108707,dsct_flag0,,holdout
d3,9000000000008109692,KIC 8109692,dsct_flag0,,dev
d3,9000000000008110260,KIC 8110260,dsct_flag0,,dev
d3,9000000000008110463,KIC 8110463,dsct_flag0,,holdout
d3,9000000000008111473,KIC 8111473,dsct_flag0,,holdout
d3,9000000000008114921,KIC 8114921,dsct_flag0,,holdout
d3,9000000000008123170,KIC 8123170,dsct_flag0,,dev
d3,9000000000008125229,KIC 8125229,dsct_flag0,,holdout
d3,9000000000008128675,KIC 8128675,dsct_flag0,,holdout
d3,9000000000008128718,KIC 8128718,dsct_flag0,,dev
d3,9000000000008128726,KIC 8128726,dsct_flag0,,dev
d3,9000000000008129042,KIC 8129042,dsct_flag0,,dev
d3,9000000000008129065,KIC 8129065,dsct_flag0,,holdout
d3,9000000000008142467,KIC 8142467,dsct_flag0,,holdout
d3,9000000000008155006,KIC 8155006,dsct_flag0,,dev
d3,9000000000008156344,KIC 8156344,dsct_flag0,,dev
d3,9000000000008158116,KIC 8158116,dsct_flag0,,dev
d3,9000000000008158974,KIC 8158974,dsct_flag0,,dev
d3,9000000000008161226,KIC 8161226,dsct_flag0,,dev
d3,9000000000008165824,KIC 8165824,dsct_flag0,,dev
d3,9000000000008168155,KIC 8168155,dsct_flag0,,holdout
d3,9000000000008172974,KIC 8172974,dsct_flag0,,dev
d3,9000000000008173002,KIC 8173002,dsct_flag0,,dev
d3,9000000000008174193,KIC 8174193,dsct_flag0,,holdout
d3,9000000000008179140,KIC 8179140,dsct_flag0,,dev
d3,9000000000008180062,KIC 8180062,dsct_flag0,,dev
d3,9000000000008189504,KIC 8189504,dsct_flag0,,dev
d3,9000000000008197270,KIC 8197270,dsct_flag0,,dev
d3,9000000000008197351,KIC 8197351,dsct_flag0,,holdout
d3,9000000000008197607,KIC 8197607,dsct_flag0,,holdout
d3,9000000000008214278,KIC 8214278,dsct_flag0,,dev
d3,9000000000008214282,KIC 8214282,dsct_flag0,,dev
d3,9000000000008216930,KIC 8216930,dsct_flag0,,dev
d3,9000000000008217141,KIC 8217141,dsct_flag0,,holdout
d3,9000000000008217144,KIC 8217144,dsct_flag0,,dev
d3,9000000000008226461,KIC 8226461,dsct_flag0,,holdout
d3,9000000000008227801,KIC 8227801,dsct_flag0,,holdout
d3,9000000000008232543,KIC 8232543,dsct_flag0,,holdout
d3,9000000000008235965,KIC 8235965,dsct_flag0,,holdout
d3,9000000000008236185,KIC 8236185,dsct_flag0,,holdout
d3,9000000000008240902,KIC 8240902,dsct_flag0,,dev
d3,9000000000008243371,KIC 8243371,dsct_flag0,,holdout
d3,9000000000008243559,KIC 8243559,dsct_flag0,,holdout
d3,9000000000008245118,KIC 8245118,dsct_flag0,,dev
d3,9000000000008248036,KIC 8248036,dsct_flag0,,dev
d3,9000000000008250483,KIC 8250483,dsct_flag0,,holdout
d3,9000000000008250687,KIC 8250687,dsct_flag0,,holdout
d3,9000000000008263876,KIC 8263876,dsct_flag0,,dev
d3,9000000000008264155,KIC 8264155,dsct_flag0,,holdout
d3,9000000000008264563,KIC 8264563,dsct_flag0,,holdout
d3,9000000000008264617,KIC 8264617,dsct_flag0,,holdout
d3,9000000000008264798,KIC 8264798,dsct_flag0,,dev
d3,9000000000008265014,KIC 8265014,dsct_flag0,,dev
d3,9000000000008265194,KIC 8265194,dsct_flag0,,dev
d3,9000000000008265508,KIC 8265508,dsct_flag0,,dev
d3,9000000000008265785,KIC 8265785,dsct_flag0,,holdout
d3,9000000000008284088,KIC 8284088,dsct_flag0,,dev
d3,9000000000008284991,KIC 8284991,dsct_flag0,,holdout
d3,9000000000008285320,KIC 8285320,dsct_flag0,,dev
d3,9000000000008285394,KIC 8285394,dsct_flag0,,dev
d3,9000000000008288203,KIC 8288203,dsct_flag0,,holdout
d3,9000000000008289358,KIC 8289358,dsct_flag0,,dev
d3,9000000000008291886,KIC 8291886,dsct_flag0,,dev
d3,9000000000008294536,KIC 8294536,dsct_flag0,,dev
d3,9000000000008297893,KIC 8297893,dsct_flag0,,holdout
d3,9000000000008301034,KIC 8301034,dsct_flag0,,dev
d3,9000000000008307700,KIC 8307700,dsct_flag0,,dev
d3,9000000000008308209,KIC 8308209,dsct_flag0,,holdout
d3,9000000000008313084,KIC 8313084,dsct_flag0,,dev
d3,9000000000008313281,KIC 8313281,dsct_flag0,,holdout
d3,9000000000008314392,KIC 8314392,dsct_flag0,,dev
d3,9000000000008316616,KIC 8316616,dsct_flag0,,dev
d3,9000000000008323931,KIC 8323931,dsct_flag0,,holdout
d3,9000000000008329267,KIC 8329267,dsct_flag0,,holdout
d3,9000000000008329902,KIC 8329902,dsct_flag0,,dev
d3,9000000000008330222,KIC 8330222,dsct_flag0,,dev
d3,9000000000008330312,KIC 8330312,dsct_flag0,,dev
d3,9000000000008330793,KIC 8330793,dsct_flag0,,holdout
d3,9000000000008331734,KIC 8331734,dsct_flag0,,dev
d3,9000000000008332426,KIC 8332426,dsct_flag0,,dev
d3,9000000000008344551,KIC 8344551,dsct_flag0,,holdout
d3,9000000000008344591,KIC 8344591,dsct_flag0,,holdout
d3,9000000000008346347,KIC 8346347,dsct_flag0,,holdout
d3,9000000000008350577,KIC 8350577,dsct_flag0,,holdout
d3,9000000000008351067,KIC 8351067,dsct_flag0,,holdout
d3,9000000000008355275,KIC 8355275,dsct_flag0,,holdout
d3,9000000000008358222,KIC 8358222,dsct_flag0,,dev
d3,9000000000008360698,KIC 8360698,dsct_flag0,,dev
d3,9000000000008361174,KIC 8361174,dsct_flag0,,dev
d3,9000000000008363318,KIC 8363318,dsct_flag0,,dev
d3,9000000000008363948,KIC 8363948,dsct_flag0,,dev
d3,9000000000008364516,KIC 8364516,dsct_flag0,,dev
d3,9000000000008367217,KIC 8367217,dsct_flag0,,holdout
d3,9000000000008373936,KIC 8373936,dsct_flag0,,dev
d3,9000000000008374235,KIC 8374235,dsct_flag0,,holdout
d3,9000000000008375620,KIC 8375620,dsct_flag0,,dev
d3,9000000000008375772,KIC 8375772,dsct_flag0,,dev
d3,9000000000008381241,KIC 8381241,dsct_flag0,,holdout
d3,9000000000008389795,KIC 8389795,dsct_flag0,,holdout
d3,9000000000008393999,KIC 8393999,dsct_flag0,,holdout
d3,9000000000008398162,KIC 8398162,dsct_flag0,,dev
d3,9000000000008409533,KIC 8409533,dsct_flag0,,holdout
d3,9000000000008414071,KIC 8414071,dsct_flag0,,holdout
d3,9000000000008415383,KIC 8415383,dsct_flag0,,holdout
d3,9000000000008420939,KIC 8420939,dsct_flag0,,holdout
d3,9000000000008423051,KIC 8423051,dsct_flag0,,holdout
d3,9000000000008423283,KIC 8423283,dsct_flag0,,holdout
d3,9000000000008423352,KIC 8423352,dsct_flag0,,dev
d3,9000000000008424843,KIC 8424843,dsct_flag0,,holdout
d3,9000000000008425557,KIC 8425557,dsct_flag0,,holdout
d3,9000000000008426765,KIC 8426765,dsct_flag0,,holdout
d3,9000000000008431006,KIC 8431006,dsct_flag0,,dev
d3,9000000000008431974,KIC 8431974,dsct_flag0,,dev
d3,9000000000008432929,KIC 8432929,dsct_flag0,,holdout
d3,9000000000008439358,KIC 8439358,dsct_flag0,,dev
d3,9000000000008441321,KIC 8441321,dsct_flag0,,holdout
d3,9000000000008442437,KIC 8442437,dsct_flag0,,holdout
d3,9000000000008444868,KIC 8444868,dsct_flag0,,dev
d3,9000000000008445910,KIC 8445910,dsct_flag0,,dev
d3,9000000000008450682,KIC 8450682,dsct_flag0,,dev
d3,9000000000008451777,KIC 8451777,dsct_flag0,,holdout
d3,9000000000008457452,KIC 8457452,dsct_flag0,,dev
d3,9000000000008458601,KIC 8458601,dsct_flag0,,holdout
d3,9000000000008460681,KIC 8460681,dsct_flag0,,holdout
d3,9000000000008460790,KIC 8460790,dsct_flag0,,dev
d3,9000000000008461962,KIC 8461962,dsct_flag0,,dev
d3,9000000000008474295,KIC 8474295,dsct_flag0,,holdout
d3,9000000000008474682,KIC 8474682,dsct_flag0,,dev
d3,9000000000008475898,KIC 8475898,dsct_flag0,,dev
d3,9000000000008494413,KIC 8494413,dsct_flag0,,holdout
d3,9000000000008494533,KIC 8494533,dsct_flag0,,holdout
d3,9000000000008509824,KIC 8509824,dsct_flag0,,dev
d3,9000000000008518751,KIC 8518751,dsct_flag0,,holdout
d3,9000000000008524198,KIC 8524198,dsct_flag0,,dev
d3,9000000000008525457,KIC 8525457,dsct_flag0,,holdout
d3,9000000000008525674,KIC 8525674,dsct_flag0,,dev
d3,9000000000008542993,KIC 8542993,dsct_flag0,,holdout
d3,9000000000008543960,KIC 8543960,dsct_flag0,,dev
d3,9000000000008545513,KIC 8545513,dsct_flag0,,holdout
d3,9000000000008545516,KIC 8545516,dsct_flag0,,dev
d3,9000000000008545850,KIC 8545850,dsct_flag0,,dev
d3,9000000000008548010,KIC 8548010,dsct_flag0,,dev
d3,9000000000008552826,KIC 8552826,dsct_flag0,,dev
d3,9000000000008554746,KIC 8554746,dsct_flag0,,dev
d3,9000000000008554761,KIC 8554761,dsct_flag0,,holdout
d3,9000000000008564706,KIC 8564706,dsct_flag0,,dev
d3,9000000000008565446,KIC 8565446,dsct_flag0,,dev
d3,9000000000008566353,KIC 8566353,dsct_flag0,,holdout
d3,9000000000008580178,KIC 8580178,dsct_flag0,,dev
d3,9000000000008582680,KIC 8582680,dsct_flag0,,dev
d3,9000000000008584756,KIC 8584756,dsct_flag0,,dev
d3,9000000000008613270,KIC 8613270,dsct_flag0,,dev
d3,9000000000008618239,KIC 8618239,dsct_flag0,,holdout
d3,9000000000008618278,KIC 8618278,dsct_flag0,,dev
d3,9000000000008620050,KIC 8620050,dsct_flag0,,dev
d3,9000000000008620833,KIC 8620833,dsct_flag0,,holdout
d3,9000000000008625170,KIC 8625170,dsct_flag0,,dev
d3,9000000000008625357,KIC 8625357,dsct_flag0,,holdout
d3,9000000000008636179,KIC 8636179,dsct_flag0,,holdout
d3,9000000000008637715,KIC 8637715,dsct_flag0,,holdout
d3,9000000000008638223,KIC 8638223,dsct_flag0,,holdout
d3,9000000000008644116,KIC 8644116,dsct_flag0,,dev
d3,9000000000008644174,KIC 8644174,dsct_flag0,,dev
d3,9000000000008669185,KIC 8669185,dsct_flag0,,holdout
d3,9000000000008674586,KIC 8674586,dsct_flag0,,dev
d3,9000000000008684359,KIC 8684359,dsct_flag0,,holdout
d3,9000000000008685372,KIC 8685372,dsct_flag0,,dev
d3,9000000000008686373,KIC 8686373,dsct_flag0,,holdout
d3,9000000000008687224,KIC 8687224,dsct_flag0,,dev
d3,9000000000008689518,KIC 8689518,dsct_flag0,,dev
d3,9000000000008693708,KIC 8693708,dsct_flag0,,dev
d3,9000000000008695145,KIC 8695145,dsct_flag0,,holdout
d3,9000000000008695172,KIC 8695172,dsct_flag0,,dev
d3,9000000000008695379,KIC 8695379,dsct_flag0,,holdout
d3,9000000000008696266,KIC 8696266,dsct_flag0,,dev
d3,9000000000008702944,KIC 8702944,dsct_flag0,,dev
d3,9000000000008702966,KIC 8702966,dsct_flag0,,dev
d3,9000000000008712155,KIC 8712155,dsct_flag0,,holdout
d3,9000000000008713594,KIC 8713594,dsct_flag0,,dev
d3,9000000000008733715,KIC 8733715,dsct_flag0,,holdout
d3,9000000000008737403,KIC 8737403,dsct_flag0,,holdout
d3,9000000000008748745,KIC 8748745,dsct_flag0,,holdout
d3,9000000000008750803,KIC 8750803,dsct_flag0,,holdout
d3,9000000000008757321,KIC 8757321,dsct_flag0,,holdout
d3,9000000000008759016,KIC 8759016,dsct_flag0,,dev
d3,9000000000008759645,KIC 8759645,dsct_flag0,,holdout
d3,9000000000008773445,KIC 8773445,dsct_flag0,,holdout
d3,9000000000008782821,KIC 8782821,dsct_flag0,,holdout
d3,9000000000008802970,KIC 8802970,dsct_flag0,,dev
d3,9000000000008804158,KIC 8804158,dsct_flag0,,dev
d3,9000000000008807688,KIC 8807688,dsct_flag0,,dev
d3,9000000000008811377,KIC 8811377,dsct_flag0,,holdout
d3,9000000000008813472,KIC 8813472,dsct_flag0,,dev
d3,9000000000008814047,KIC 8814047,dsct_flag0,,holdout
d3,9000000000008817579,KIC 8817579,dsct_flag0,,holdout
d3,9000000000008817926,KIC 8817926,dsct_flag0,,dev
d3,9000000000008818220,KIC 8818220,dsct_flag0,,dev
d3,9000000000008818649,KIC 8818649,dsct_flag0,,holdout
d3,9000000000008821973,KIC 8821973,dsct_flag0,,holdout
d3,9000000000008824841,KIC 8824841,dsct_flag0,,holdout
d3,9000000000008825813,KIC 8825813,dsct_flag0,,holdout
d3,9000000000008826102,KIC 8826102,dsct_flag0,,dev
d3,9000000000008831684,KIC 8831684,dsct_flag0,,dev
d3,9000000000008831975,KIC 8831975,dsct_flag0,,holdout
d3,9000000000008832131,KIC 8832131,dsct_flag0,,holdout
d3,9000000000008837530,KIC 8837530,dsct_flag0,,dev
d3,9000000000008848916,KIC 8848916,dsct_flag0,,dev
d3,9000000000008870343,KIC 8870343,dsct_flag0,,holdout
d3,9000000000008872687,KIC 8872687,dsct_flag0,,holdout
d3,9000000000008878363,KIC 8878363,dsct_flag0,,holdout
d3,9000000000008879349,KIC 8879349,dsct_flag0,,holdout
d3,9000000000008881751,KIC 8881751,dsct_flag0,,holdout
d3,9000000000008885069,KIC 8885069,dsct_flag0,,holdout
d3,9000000000008890175,KIC 8890175,dsct_flag0,,holdout
d3,9000000000008893539,KIC 8893539,dsct_flag0,,holdout
d3,9000000000008903643,KIC 8903643,dsct_flag0,,holdout
