WDJname,GaiaEDR3,RA_ICRS,DE_ICRS,Pwd,Gmag,BPmag,RPmag,sepsi,o_Gmag,RFG,sigma_G_nobs,in_core,forced_member,n_variants
WDJ232847.64+051454.24 ,2660358032257156736,352.19670801911,5.24721309904,0.997468,13.0624,13.0837,13.0535,13.386992,243,495.182,0.034179,True,False,4
WDJ213958.29-074126.17 ,2667317799127474944,324.99296347741,-7.69073284228,0.989701,16.6634,16.4936,17.008,5.253941,391,388.393,0.055277,True,False,4
WDJ214448.79-045706.89 ,2668378930927399296,326.2033035863,-4.95203165643,0.991285,17.9236,17.9904,17.8876,0.0,325,427.901,0.045743,True,False,4
WDJ214454.89-040918.07 ,2672992211134257152,326.22872061824,-4.15507717842,0.881491,17.7901,17.7988,17.6914,0.0,310,478.997,0.039909,True,False,4
WDJ214207.40-020942.37 ,2674266437736332160,325.53102102749,-2.16178005016,0.996763,17.0172,17.0449,17.0215,0.0,516,968.764,0.025458,True,False,4
WDJ221640.39+012741.48 ,2679476512239443328,334.16837146887,1.46137353649,0.99762,17.0515,17.0697,17.0464,1.51335,221,584.633,0.027608,True,False,4
WDJ215713.51+003714.87 ,2681387527873207424,329.30651425574,0.62077873734,0.99174,17.4271,17.4342,17.3774,0.0,205,388.449,0.040019,True,False,4
WDJ215923.32+011725.10 ,2681579190788729984,329.84771163115,1.29042505525,0.994931,16.7337,16.737,16.7594,0.0,193,649.363,0.023228,True,False,4
WDJ211028.79-000350.50 ,2689960935434596224,317.62016034,-0.06412187458,0.773805,17.3931,17.0464,16.8841,1.253549,268,609.149,0.029179,True,False,4
WDJ222908.57+062247.49 ,2709363196787375488,337.28493372052,6.37939293801,0.999658,14.7756,14.721,14.9159,4.596359,172,856.248,0.016630,True,False,4
WDJ041128.82+510208.62 ,271649642028459392,62.87054009624,51.03583387663,0.997894,17.101,17.1243,17.1112,0.0,686,1086.266,0.026179,True,False,4
WDJ225646.15+125250.31 ,2719012579552367488,344.19316900158,12.88068175897,0.99779,15.7612,15.7793,15.7618,1.24555,274,793.643,0.022645,True,False,4
WDJ224845.48+122007.22 ,2719317414856391040,342.18986694415,12.33553089764,0.999548,16.6829,16.5893,16.8595,4.328581,261,762.975,0.022990,True,False,4
WDJ220107.06+121424.59 ,2728495759969160448,330.27954086143,12.24010696832,0.932957,17.5669,17.1686,17.0232,1.061636,146,243.873,0.053794,True,False,4
WDJ235056.66+044028.51 ,2743616007651372288,357.73646992396,4.67461640256,0.9963,17.3943,17.4015,17.34,0.392512,400,792.44,0.027402,True,False,4
WDJ003221.86+073934.50 ,2749524641403549312,8.09120395343,7.65950273285,0.98895,17.6049,17.5747,17.6369,0.861746,321,629.862,0.030884,True,False,4
WDJ002511.11+121712.39 ,2754909740118313344,6.29598240074,12.28660757646,0.906515,17.4888,17.5701,17.2913,0.0,298,238.99,0.078425,True,False,4
WDJ234953.46+130612.92 ,2769930207121379968,357.47407583936,13.10378133278,0.995093,16.0623,16.1064,16.0277,0.0,472,1048.799,0.022491,True,False,4
WDJ003213.13+160434.78 ,2780903539324180736,8.05473888326,16.07639517345,0.982075,15.751,15.5694,16.1294,11.168267,436,920.038,0.024641,True,False,4
WDJ004929.37+202711.81 ,2789405753503977472,12.37265801918,20.45310802258,0.996907,16.9457,16.9653,16.909,0.715038,250,714.876,0.024014,True,False,4
WDJ045927.24+552521.05 ,279512833789658752,74.86183858884,55.42156468013,0.997458,15.9733,15.9942,15.9672,0.0,363,377.055,0.054862,True,False,4
WDJ003750.45+190136.04 ,2795150147707769728,9.46028317144,19.02666433312,0.99933,17.9915,17.8858,18.2514,0.0,418,600.756,0.036950,True,False,4
WDJ001038.25+173907.24 ,2796821959433536640,2.65952312636,17.65174210323,0.994394,17.7653,17.8067,17.7381,0.0,289,451.385,0.040891,True,False,4
WDJ002535.80+223741.89 ,2800064999043636224,6.39951117535,22.62812943877,0.99775,17.985,18.0059,18.0005,0.008479,410,541.953,0.040565,True,False,4
WDJ003925.21+254823.74 ,2806866303095872768,9.85512965266,25.80659636363,0.982095,17.3443,17.179,17.2027,0.0,294,683.14,0.027251,True,False,4
WDJ230541.44+114841.37 ,2811679247742881536,346.42295524013,11.81172519157,0.999589,17.3219,17.266,17.5576,0.405132,217,601.798,0.026577,True,False,4
WDJ234943.99+181111.36 ,2821736446243766016,357.43344343422,18.18653934511,0.996815,17.4192,17.4593,17.3965,0.309435,401,748.046,0.029065,True,False,4
WDJ235010.39+201914.37 ,2823262637102613248,357.54316294926,20.32052460091,0.997687,17.4059,17.435,17.4133,0.604452,311,588.097,0.032558,True,False,4
WDJ231536.88+192449.14 ,2825254226320937088,348.90374968266,19.41355613241,0.995758,17.9673,18.0161,17.9504,0.175419,310,558.0,0.034259,True,False,4
WDJ232435.20+205633.83 ,2825795087259417984,351.14649048187,20.94267003111,0.998506,15.5629,15.5613,15.6119,0.0,398,1262.96,0.017150,False,False,2
WDJ224539.30+201633.35 ,2833849800205759360,341.41402427123,20.27596521366,0.993557,15.7005,15.6521,15.7804,1.239442,311,856.022,0.022368,True,False,4
WDJ223705.58+201128.35 ,2834374778352293888,339.27318607896,20.19121603437,0.997347,17.6265,17.6673,17.6359,0.0,241,374.641,0.044990,True,False,4
WDJ230617.69+243207.68 ,2842650153836732928,346.57403724808,24.53520801453,0.99693,15.3516,15.381,15.3391,1.243598,471,587.555,0.040104,True,False,4
WDJ231936.31+272859.82 ,2844933221011789952,349.90113300807,27.48281109364,0.997987,16.2738,16.2822,16.2731,0.152889,472,1143.54,0.020627,True,False,4
WDJ045408.65+595208.59 ,284963933264877056,73.53534139395,59.86897695441,0.995134,17.3978,17.4388,17.3558,0.0,515,911.205,0.027040,True,False,4
WDJ234949.49+225014.76 ,2850846184091080576,357.45643394461,22.83697866701,0.997279,17.5541,17.5952,17.56,0.0,522,441.445,0.056193,True,False,4
WDJ001704.83+275431.74 ,2856887798622638720,4.27009166307,27.90878925877,0.994086,17.7795,17.6355,18.1881,0.754211,412,388.784,0.056685,True,False,4
WDJ000637.91+310415.94 ,2861452348130844160,1.65808557274,31.07098051217,0.998746,16.8081,16.6934,17.001,1.638111,424,817.225,0.027357,True,False,4
WDJ235318.25+292809.08 ,2867203584218146944,358.32628275308,29.469128851,0.996236,17.0494,17.0805,17.0441,0.864451,451,949.293,0.024289,True,False,4
WDJ000346.01+313729.88 ,2873505301968425984,0.94182850957,31.62488725867,0.97017,17.9947,17.8533,17.8037,4.282507,430,642.709,0.035030,True,False,4
WDJ235343.17+362228.63 ,2878866348868244096,358.42990140327,36.37460912928,0.915939,17.7957,17.5345,17.3619,1.794896,374,651.937,0.032207,True,False,4
WDJ055450.71-380115.97 ,2883906059196952704,88.71121484013,-38.02119661923,0.97537,17.5772,17.6477,17.5205,0.0,423,769.939,0.029003,True,False,4
WDJ060151.41-370451.54 ,2884220489459553920,90.46412429936,-37.08101061676,0.999611,17.7002,17.5903,17.7767,7.115267,386,585.029,0.036462,True,False,4
WDJ061629.27-360232.14 ,2885245504877875968,94.12197099482,-36.04224079481,0.977674,17.9246,17.7482,18.2782,1.790886,376,606.949,0.034687,True,False,4
WDJ054140.88-362248.22 ,2888030331609338240,85.42020404244,-36.38005632501,0.993911,17.7121,17.7805,17.6017,0.0,397,671.219,0.032230,True,False,4
WDJ054412.15-352547.00 ,2888177253850677760,86.05097104852,-35.43000553324,0.998952,15.2252,15.2154,15.2874,1.265539,396,1255.143,0.017214,True,False,4
WDJ062230.32-332542.96 ,2891839246047842432,95.62659587661,-33.4286470239,0.998365,16.8034,16.6532,17.1087,5.422248,448,959.084,0.023961,True,False,4
WDJ063216.49-291449.39 ,2895348848506336384,98.06868276098,-29.24687105988,0.99783,17.376,17.3231,17.5053,0.0,468,614.259,0.038238,True,False,4
WDJ054243.47-261011.29 ,2908195134345338496,85.68107053019,-26.16993122057,0.997508,17.6343,17.6612,17.6333,0.0,507,534.195,0.045764,True,False,4
WDJ060645.07-235534.45 ,2913182102474677632,91.68779653875,-23.926095068,0.996949,17.6524,17.6755,17.6337,0.146599,478,702.236,0.033803,True,False,4
WDJ072159.33-180633.13 ,2931529038838835712,110.49774541531,-18.10900246181,0.997142,16.9574,16.9851,16.9467,0.0,346,583.246,0.034627,True,False,4
WDJ065056.43-191530.80 ,2933395799119992320,102.73491276554,-19.25846648086,0.996817,16.6614,16.6992,16.6397,0.0,495,1032.991,0.023385,True,False,4
WDJ071220.55-181556.49 ,2934281803636268416,108.08535035414,-18.26537736269,0.994278,16.4054,16.4151,16.4122,0.505857,407,830.368,0.026379,True,False,4
WDJ070223.05-174931.25 ,2935237657195591424,105.59604072857,-17.82532021734,0.835078,16.5055,16.4431,16.5534,7.138941,450,138.562,0.166221,True,False,4
WDJ071119.49-154712.73 ,2935978242694067072,107.83115463138,-15.78682077044,0.997254,17.9007,17.9377,17.9039,0.0,451,669.642,0.034433,True,False,4
WDJ070712.32-152025.41 ,2936228106716638720,106.80128696986,-15.34038937661,0.993876,17.5258,17.34,17.9101,0.269261,393,664.13,0.032409,True,False,4
WDJ062734.43-193425.93 ,2940050734981714432,96.89380078073,-19.57373341507,0.98755,16.8736,17.0653,16.5584,1.42082,503,890.255,0.027352,True,False,4
WDJ061821.56-163133.51 ,2944687547315654784,94.58982085862,-16.52600100392,0.892793,17.8563,17.7998,17.9027,0.0,498,432.74,0.055990,True,False,4
WDJ065014.88-154151.48 ,2947231645421113216,102.56189984564,-15.69748141866,0.922313,17.3123,16.9198,16.7431,4.004078,214,425.225,0.037352,True,False,4
WDJ064115.64-134123.77 ,2950907725113997312,100.31517249328,-13.69000070891,0.805225,15.2148,15.0582,15.4916,14.706428,272,776.142,0.023071,True,False,4
WDJ062555.04-141442.31 ,2951380789991336192,96.47949942885,-14.24532370559,0.993542,16.503,16.6329,16.2639,1.100997,354,475.024,0.043004,True,False,4
WDJ053711.96-212445.33 ,2965139013348941952,84.30018423348,-21.41266386002,0.997306,17.732,17.7655,17.732,0.0,907,863.205,0.037880,True,False,4
WDJ052547.64-173349.95 ,2970066126811876992,81.4482785365,-17.56409178511,0.996127,16.5082,16.5306,16.512,0.0,369,566.443,0.036820,True,False,4
WDJ052300.28-145945.81 ,2984906067750284928,80.75122939282,-14.99657313676,0.999601,16.1982,16.1024,16.3845,3.105775,496,1146.056,0.021099,True,False,4
WDJ061230.36-152103.17 ,2993100487396185472,93.12648909859,-15.35083910017,0.933144,17.074,16.9185,17.165,11.47192,618,604.442,0.044654,True,False,4
WDJ032109.02+141056.37 ,30012303751796864,50.28765829809,14.18212421133,0.997838,17.17,17.1843,17.1702,1.126258,221,585.526,0.027566,True,False,4
WDJ061922.16-104142.77 ,3001477838284831872,94.84233823048,-10.69520274409,0.96242,17.4327,17.2514,17.4661,11.709855,232,552.978,0.029906,True,False,4
WDJ020537.73+294006.68 ,300356718095890816,31.40757538657,29.66835904536,0.996049,17.4293,17.4775,17.3972,0.0,234,491.756,0.033774,True,False,4
WDJ060906.97-105513.28 ,3004235516525934464,92.27904865723,-10.92035352148,0.988994,16.9151,16.5286,16.6106,1.777863,236,545.485,0.030577,True,False,4
WDJ061906.92-082807.15 ,3006514254375269888,94.77888950865,-8.46870258227,0.997061,15.7695,15.6052,16.0807,8.108042,251,904.838,0.019010,True,False,4
WDJ015630.05+295532.28 ,300940112094402176,29.12553777477,29.92522109412,0.99941,14.634,14.6002,14.7479,5.98769,242,1027.066,0.016445,True,False,4
WDJ055017.86-085336.53 ,3012407808497574272,87.57427352464,-8.89356169324,0.996403,17.9701,18.019,17.9463,0.0,425,324.071,0.069068,True,False,4
WDJ052338.25-095552.46 ,3014188330140493824,80.90971683337,-9.93146191699,0.99389,17.8582,17.921,17.8415,0.278918,408,572.138,0.038331,True,False,4
WDJ053817.01-060710.14 ,3017065782133772544,84.57080794592,-6.11955848306,0.998929,17.0535,17.0016,17.2072,1.415933,372,863.83,0.024242,True,False,4
WDJ061311.03-032228.94 ,3021617485394291072,93.29614953793,-3.37486528603,0.995975,17.8262,17.8849,17.8384,0.88817,250,520.677,0.032971,True,False,4
WDJ071324.95-133722.94 ,3032583606349680384,108.35396153225,-13.62303229178,0.79735,17.8623,17.5639,17.5239,0.0,488,590.694,0.040604,True,False,4
WDJ080333.79-090705.65 ,3039398650000089472,120.89076072398,-9.11830918661,0.996496,17.693,17.7428,17.6682,0.0,461,719.584,0.032396,True,False,4
WDJ080124.37-075551.45 ,3039783277211029248,120.35130859546,-7.93113880683,0.999431,16.6294,16.5767,16.7263,7.278486,396,992.471,0.021770,True,False,4
WDJ074624.91-101525.72 ,3040572859699144960,116.60377589798,-10.25708616893,0.962952,17.1592,17.09,16.989,0.0,369,821.288,0.025395,True,False,4
WDJ073542.64-103130.83 ,3041064135238502656,113.92815222335,-10.52534967253,0.976179,16.8044,16.8422,16.7277,0.575103,334,755.782,0.026254,True,False,4
WDJ070045.34-120918.78 ,3045879828670086144,105.18876364399,-12.15526123733,0.997414,17.7842,17.8111,17.7768,0.0,259,422.2,0.041386,True,False,4
WDJ065953.60-083005.68 ,3050819487739373696,104.973358826,-8.50146054849,0.97541,17.9815,18.0131,17.8743,0.0,258,341.007,0.051141,True,False,4
WDJ070551.92-083526.76 ,3051506991743533184,106.466317652,-8.59266576653,0.951399,17.144,17.4384,16.022,0.0,194,553.132,0.027340,True,False,4
WDJ014636.74+323614.51 ,305256043125603968,26.65302847764,32.60400099055,0.99095,15.545,15.3546,15.9534,7.48946,147,221.647,0.059391,True,False,4
WDJ072454.61-063531.66 ,3055046491471448320,111.22736469124,-6.59217286574,0.996805,17.8513,17.906,17.8493,0.0,230,457.834,0.035965,True,False,4
WDJ072217.70-062145.98 ,3058094200264637312,110.57372125011,-6.362811196,0.963541,15.8198,15.6299,16.1956,10.815582,214,864.489,0.018373,True,False,4
WDJ072308.59-060740.32 ,3058123783999682816,110.78576965898,-6.12793962556,0.998452,17.0464,16.7998,16.9818,2.638838,195,470.29,0.032239,True,False,4
WDJ072717.38-044627.46 ,3058706490797990016,111.82241712301,-4.77431373047,0.93044,17.3169,17.1989,17.1591,0.295003,231,629.712,0.026205,False,False,3
WDJ073015.55-013255.00 ,3061997947577041536,112.56469099738,-1.54863902663,0.999198,17.9373,17.8636,18.1124,0.0,221,361.786,0.044614,True,False,4
WDJ081610.84-084840.76 ,3062514748102604288,124.04512615265,-8.81136150502,0.996818,17.6844,17.7367,17.6923,0.0,429,629.34,0.035733,True,False,4
WDJ082841.73-044011.79 ,3065654231757183616,127.17397897396,-4.67000643721,0.99707,17.1767,17.2133,17.175,0.298539,382,589.427,0.036002,True,False,4
WDJ082042.09-024927.23 ,3069875325615956352,125.17549519107,-2.82457071425,0.997462,17.9283,17.9886,17.9589,0.0,365,554.341,0.037419,True,False,4
WDJ082309.66-015246.69 ,3070046750645458048,125.78996348378,-1.87977361987,0.992774,16.8809,16.9124,16.8511,0.0,343,498.27,0.040356,True,False,4
WDJ011044.68+275815.74 ,307323228064848512,17.68542649688,27.97034545758,0.758717,16.1539,16.1279,15.1712,6.268559,284,777.201,0.023542,True,False,4
WDJ081022.02+004148.88 ,3083765357227100800,122.59182393426,0.69665566569,0.982705,16.5168,16.5748,16.4335,3.548591,277,862.41,0.020953,True,False,4
WDJ080016.15+004045.91 ,3084314288408404224,120.06687827623,0.6791291563,0.986659,15.9178,15.746,15.6521,6.26995,321,1065.332,0.018260,False,False,2
WDJ075655.92+011355.46 ,3087408657726940928,119.2331399856,1.23198840559,0.996581,17.8651,17.9174,17.869,0.740547,365,451.748,0.045917,True,False,4
WDJ075948.41+022404.97 ,3088006139216480000,119.95161222243,2.4011414538,0.999334,15.4436,15.4054,15.5538,4.669547,337,985.367,0.020227,True,False,4
WDJ082940.36+030856.99 ,3091864870976321536,127.41793365265,3.14916414127,0.997507,17.8525,17.8596,17.8268,0.0,425,677.821,0.033022,True,False,4
WDJ080743.01+051158.91 ,3095033113731843712,121.92917125664,5.19967652218,0.996536,17.8502,17.9041,17.8431,0.0,416,486.414,0.045527,True,False,4
WDJ075337.30+050046.21 ,3095485154747382016,118.40536901478,5.01282487608,0.995204,17.1268,16.8254,17.1426,5.502917,271,571.581,0.031270,True,False,4
WDJ065759.51-050454.23 ,3101596034218137728,104.49798111324,-5.08175495067,0.798138,17.3452,17.3613,17.2204,0.0,219,318.779,0.050403,True,False,4
WDJ065710.22-042157.66 ,3102457123623043072,104.2925040117,-4.36597857571,0.98997,17.0007,17.0376,16.9813,0.304193,184,623.336,0.023627,False,False,3
WDJ064438.09-004550.51 ,3107374277060584064,101.15871379551,-0.76402844095,0.971157,17.2709,17.144,17.489,0.075575,179,222.222,0.065368,True,False,4
WDJ071713.87-021216.23 ,3108255943655246976,109.30778449952,-2.20453813048,0.977164,17.5148,17.3587,17.8272,2.498713,324,651.365,0.030004,True,False,4
WDJ071330.96-012623.40 ,3108589752806346112,108.378795983,-1.439813829,0.997156,16.8394,16.8688,16.8205,0.0,213,357.931,0.044271,True,False,4
WDJ062154.74-021605.36 ,3117810051152885760,95.47793699886,-2.2679166477,0.979859,17.3373,17.3242,17.1413,0.0,231,440.735,0.037441,True,False,4
WDJ061422.69-015549.56 ,3118034111008915712,93.59485268839,-1.93059626815,0.996795,17.0048,17.061,17.0011,0.541884,308,637.007,0.029913,True,False,4
WDJ062448.30-013910.62 ,3118326134425624320,96.20128030122,-1.65303491679,0.997816,17.1955,17.2256,17.203,0.109118,181,390.089,0.037446,True,False,4
WDJ061340.95+010436.51 ,3122856873948850816,93.42066126465,1.07682772428,0.999395,17.603,17.5724,17.727,0.881005,156,461.627,0.029376,True,False,4
WDJ061816.23+011512.20 ,3123625093275668736,94.56753439014,1.2533286772,0.928431,17.1637,17.1277,17.0772,0.0,191,506.359,0.029633,True,False,4
WDJ064316.01+013012.78 ,3125897813875563904,100.81676485977,1.50351810864,0.995576,15.7482,15.5783,16.0965,10.4168,207,386.285,0.040439,True,False,4
WDJ064942.50+031423.98 ,3126611018963347072,102.42704515728,3.23995662917,0.999757,16.9757,16.9523,17.1225,0.308457,235,681.372,0.024427,True,False,4
WDJ063917.25+011329.49 ,3126624316184360576,99.82192511811,1.22498305419,0.996255,16.2179,16.2011,16.13,6.676834,176,497.132,0.028974,True,False,4
WDJ064832.06+031937.62 ,3127343534223918592,102.13353907991,3.32689701162,0.99304,17.8503,17.9254,17.8555,1.499357,164,401.455,0.034635,True,False,4
WDJ064107.75+052258.59 ,3131036935517706752,100.28235017606,5.38314924709,0.992901,17.0063,16.9042,16.8803,2.075996,117,410.851,0.028585,True,False,4
WDJ062736.77+044958.76 ,3131460243199483136,96.90337747006,4.83289887354,0.997174,16.6908,16.6983,16.6625,0.0,196,446.34,0.034055,True,False,4
WDJ073529.47+044848.78 ,3138305596433476480,113.87277939495,4.81355303164,0.803212,17.5701,17.4592,17.7868,1.222604,231,483.107,0.034158,True,False,4
WDJ071715.30+061949.73 ,3141190753602906624,109.31390053919,6.33050773918,0.997052,17.3175,17.3303,17.2982,0.0,200,540.926,0.028386,True,False,4
WDJ073708.88+065828.93 ,3142035831366855296,114.28679751723,6.97478169969,0.99568,17.4993,17.465,17.4516,0.158882,255,490.927,0.035316,True,False,4
WDJ010332.41+333149.93 ,314598009311483008,15.88518325889,33.53048682309,0.996055,17.8634,17.9108,17.8341,0.812526,292,568.849,0.032615,True,False,4
WDJ075145.59+105931.36 ,3150708057532318208,117.93994957959,10.99202421823,0.989818,16.7064,16.5636,16.9204,1.044002,357,486.179,0.042195,True,False,4
WDJ065432.91+080216.78 ,3157315946324312320,103.63709716307,8.03799766319,0.984786,17.0326,16.794,17.2693,2.170679,200,410.344,0.037419,True,False,4
WDJ071009.37+122154.46 ,3160251852820623744,107.5389597668,12.36489516458,0.997967,17.9881,18.0121,18.0201,0.0,208,429.769,0.036435,True,False,4
WDJ072327.27+121236.51 ,3162999910335737216,110.86357556677,12.21013828573,0.981722,17.59,17.4242,17.9266,1.182933,225,201.363,0.080879,True,False,4
WDJ072708.04+145216.49 ,3166867511205072128,111.78361872139,14.87107388697,0.997758,17.2227,17.2627,17.2442,0.0,248,643.965,0.026551,True,False,4
WDJ072300.22+161703.98 ,3169486960220617088,110.75082520241,16.28467505111,0.996743,15.0831,15.0959,15.0746,1.462836,189,573.407,0.026031,True,False,4
WDJ072842.69+170752.43 ,3169614331770315392,112.17788707951,17.13112405303,0.997365,16.4811,16.4969,16.4664,0.0,211,430.314,0.036651,True,False,4
WDJ073213.72+180821.70 ,3170192017754631296,113.05715947088,18.13929941819,0.995899,17.7155,17.5443,18.0457,0.0,212,419.956,0.037643,True,False,4
WDJ014458.83+341016.05 ,317698288504634496,26.24508482823,34.17106768142,0.997438,17.6437,17.4891,17.9034,2.257238,201,439.124,0.035054,True,False,4
WDJ044832.11-105349.85 ,3181589319065856384,72.13359997189,-10.89724847014,0.994716,16.2331,16.2453,16.2407,0.0,383,600.785,0.035368,True,False,4
WDJ050932.54-094356.18 ,3182491743235112448,77.38567881086,-9.73231192571,0.820139,17.505,17.1435,17.0123,6.836086,415,572.958,0.038603,True,False,4
WDJ014841.05+363350.14 ,318552918277214080,27.17115208599,36.56389586291,0.929247,15.4627,15.383,15.5775,3.04814,201,125.318,0.122831,True,False,4
WDJ040741.51-131335.30 ,3188783178831840512,61.9230208395,-13.2266939862,0.993264,17.6701,17.3329,17.1061,5.660188,346,662.239,0.030496,True,False,4
WDJ041648.87-095006.71 ,3192083019385112320,64.20384757069,-9.83530203876,0.996701,17.8697,17.9214,17.8737,0.893366,402,494.107,0.044057,True,False,4
WDJ041016.80-083419.31 ,3195473019892503552,62.57005409994,-8.5721332561,0.808753,17.4278,17.4987,17.281,0.0,383,656.82,0.032350,True,False,4
WDJ044424.96-053436.20 ,3200082520530117248,71.10409922876,-5.57665396691,0.999567,17.7856,17.6977,18.0127,2.885684,348,635.303,0.031881,True,False,4
WDJ043103.75-041702.63 ,3204352783173513728,67.76564681637,-4.28404255725,0.854087,17.9247,17.8165,18.1335,1.025124,293,165.585,0.112237,True,False,4
WDJ043425.25-024327.09 ,3205001976070620928,68.60510853307,-2.72463722388,0.996075,17.4312,17.4427,17.3874,0.0,515,873.843,0.028196,True,False,4
WDJ051641.53-084234.73 ,3206726147742928128,79.17305934267,-8.70980795612,0.997898,17.1932,17.218,17.2029,0.329329,612,962.189,0.027915,True,False,4
WDJ050807.87-073850.61 ,3207788997529839104,77.03280929981,-7.64746782897,0.998259,17.8706,17.7373,18.1427,4.430387,444,699.209,0.032720,True,False,4
WDJ053137.69-021517.07 ,3217123262838152320,82.90700209476,-2.25507928777,0.997117,17.8346,17.8541,17.8047,0.272242,336,519.752,0.038291,True,False,4
WDJ055805.90-001115.98 ,3218565547214437632,89.52453662948,-0.18771021508,0.976943,17.8191,17.8311,17.7604,0.0,303,453.285,0.041694,True,False,4
WDJ045132.19-033308.43 ,3224908977688888064,72.884385957,-3.5522198487,0.997387,16.1101,16.1282,16.0924,0.693444,356,577.42,0.035478,True,False,4
WDJ044750.14-020357.30 ,3226138369126392064,71.95905025054,-2.06607039487,0.762709,17.1193,17.0521,16.7853,1.865689,321,795.025,0.024468,False,False,3
WDJ043832.74+003117.01 ,3230486971974872192,69.63651731569,0.5213442035,0.981431,17.5033,17.3683,17.7909,3.038318,460,794.757,0.029300,True,False,4
WDJ012828.99+385436.63 ,323342459647016448,22.12078018572,38.91009339758,0.997697,15.9355,15.7808,16.2347,7.505295,260,821.374,0.021314,True,False,4
WDJ050943.91+020651.11 ,3234830931961892224,77.43294994303,2.11417960473,0.911423,16.3871,16.3186,16.3589,0.978173,496,332.109,0.072809,True,False,4
WDJ052608.31+033941.46 ,3236259854698180480,81.5345621392,3.66107639249,0.992386,17.4804,17.543,17.3727,0.0,389,696.062,0.030765,True,False,4
WDJ052547.38+060142.77 ,3237854863817516544,81.44735793344,6.02842179896,0.997634,17.5146,17.5547,17.5339,0.0,396,408.197,0.052930,True,False,4
WDJ052625.62+064315.31 ,3238056353617774336,81.60667843236,6.72114420925,0.999797,16.3347,16.2874,16.4643,3.931273,420,1121.822,0.019835,False,False,2
WDJ051013.52+043855.13 ,3238868171156736768,77.5563593846,4.64819583692,0.997916,15.3757,15.3831,15.3799,2.287004,296,668.315,0.027950,True,False,4
WDJ034356.13-050758.67 ,3244830444756183808,55.98378143343,-5.13296066858,0.99764,17.0741,16.9124,17.3741,3.944077,241,590.676,0.028535,True,False,4
WDJ034917.41-005919.23 ,3251245339191040256,57.32255831724,-0.9887357831,0.899836,17.7987,17.6944,17.9679,1.297724,483,748.569,0.031876,True,False,4
WDJ031847.10+003029.76 ,3266140045253880576,49.69622000091,0.50804799016,0.994987,17.8852,17.9354,17.8566,0.0,225,407.496,0.039966,True,False,4
WDJ035151.67+013947.12 ,3270216931292757248,57.96536274429,1.6628841292,0.999608,16.424,16.3273,16.5877,0.0,410,919.995,0.023896,True,False,4
WDJ023214.00+344304.51 ,327102617617578112,38.05831611606,34.71758001245,0.996448,16.9258,16.9552,16.8981,0.294965,235,584.417,0.028480,True,False,4
WDJ034651.34+072802.73 ,3277341526122556160,56.71388248267,7.46732109747,0.97561,16.5977,16.6565,16.5374,0.0,535,1137.471,0.022078,True,False,4
WDJ045311.12+045849.39 ,3287636940687565824,73.29643853503,4.98041571787,0.996042,15.6524,15.6985,15.6169,2.075963,348,1106.337,0.018307,True,False,4
WDJ035454.20+074608.59 ,3301217592917972864,58.72631675794,7.76828637189,0.996541,16.5369,16.5538,16.4993,0.286012,354,599.323,0.034085,True,False,4
WDJ035315.71+095633.81 ,3302538209462061696,58.31558355716,9.94261167002,0.999631,17.0671,16.919,17.3353,2.55039,378,285.7,0.073886,True,False,4
WDJ042641.73+141215.87 ,3310871201928485248,66.67368437966,14.20464888922,0.992531,17.8505,17.5749,17.4568,0.0,378,606.769,0.034789,True,False,4
WDJ042148.89+152914.98 ,3312002496315376640,65.45358100139,15.48745078277,0.998656,16.7891,16.7921,16.8422,0.988992,259,785.481,0.022245,True,False,4
WDJ060629.10+020721.25 ,3315330438840951552,91.62128824358,2.12276981335,0.999177,15.9446,15.8929,16.0,1.373029,201,831.374,0.018515,True,False,4
WDJ055616.68+022134.58 ,3316000080076232960,89.06997132373,2.35928239289,0.996918,16.7287,16.7652,16.711,0.765034,316,731.327,0.026391,True,False,4
WDJ055335.92+060053.22 ,3321033403790648704,88.39963090906,6.01461455244,0.937911,17.9723,17.7907,17.492,7.881461,376,534.51,0.039388,True,False,4
WDJ055921.51+051251.87 ,3321431014682434176,89.83983630118,5.21411278354,0.996477,16.2352,16.2818,16.2034,0.0,265,914.161,0.019334,False,False,2
WDJ062840.77+061345.77 ,3324229885953813248,97.17003005832,6.22911743652,0.997786,17.33,17.0552,17.0589,1.20044,223,445.041,0.036431,True,False,4
WDJ062054.41+070050.21 ,3324963367588643968,95.22700679736,7.01357164059,0.984428,16.2713,16.3281,16.2052,8.011512,219,359.515,0.044692,True,False,4
WDJ062032.11+073408.36 ,3325045075045791744,95.13384840319,7.56871202685,0.996606,17.7199,17.7629,17.7053,0.0,223,482.851,0.033579,True,False,4
WDJ061834.66+083758.00 ,3325754461908236928,94.64441869402,8.6324361229,0.997317,17.2805,17.2917,17.249,0.0,172,476.399,0.029889,True,False,4
WDJ053543.06+070214.19 ,3333971597632801920,83.92925505708,7.03725580701,0.999446,15.5993,15.5548,15.719,3.263694,362,1083.57,0.019064,True,False,4
WDJ053632.07+123128.65 ,3341182435406679424,84.13366566769,12.5246823399,0.979448,16.3654,16.2879,16.4181,0.0,431,342.039,0.065900,True,False,4
WDJ055924.87+104140.41 ,3341996555048041856,89.85361208299,10.694552674,0.973086,17.1682,17.0281,17.4485,6.836783,224,530.117,0.030653,True,False,4
